{Acanthoscurria_cioides, Pterocles_rufus} {Bradypodion_grunniens, Nyroca_monedula}
{Lampropeltis_subglobosa, Nyroca_monedula} {Allobates_similis, Gallinago_leporosum}
{Lampropeltis_subglobosa, Nyroca_monedula} {Allobates_similis, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyroca_monedula} {Ardea_macrops, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Nyroca_monedula} {Ardea_macrops, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Nyroca_monedula} {Ardea_macrops, Gallinago_leporosum}
{Lampropeltis_subglobosa, Nyroca_monedula} {Ardea_macrops, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyroca_monedula} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Nyroca_monedula} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Lampropeltis_subglobosa, Nyroca_monedula} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyroca_monedula} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Lampropeltis_subglobosa, Nyroca_monedula} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Lampropeltis_subglobosa, Nyroca_monedula} {Gallinago_leporosum, Gypaetus_carinata}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Acanthoscurria_cioides, Allobates_similis}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Acanthoscurria_cioides, Ardea_macrops}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Acanthoscurria_cioides, Gallinago_leporosum}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Acanthoscurria_cioides, Gypaetus_carinata}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Allobates_similis, Ardea_macrops}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Allobates_similis, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Allobates_similis, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Allobates_similis, Gallinago_leporosum}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Allobates_similis, Gypaetus_carinata}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Ardea_macrops, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Ardea_macrops, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Ardea_macrops, Gallinago_leporosum}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Ardea_macrops, Gypaetus_carinata}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Lampropeltis_subglobosa, Phoca_bimaculata} {Gallinago_leporosum, Gypaetus_carinata}
{Lampropeltis_subglobosa, Pterocles_rufus} {Acanthoscurria_cioides, Allobates_similis}
{Lampropeltis_subglobosa, Pterocles_rufus} {Acanthoscurria_cioides, Ardea_macrops}
{Lampropeltis_subglobosa, Pterocles_rufus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Pterocles_rufus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Pterocles_rufus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Lampropeltis_subglobosa, Pterocles_rufus} {Acanthoscurria_cioides, Gypaetus_carinata}
{Lampropeltis_subglobosa, Pterocles_rufus} {Allobates_similis, Ardea_macrops}
{Lampropeltis_subglobosa, Pterocles_rufus} {Allobates_similis, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Pterocles_rufus} {Allobates_similis, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Pterocles_rufus} {Allobates_similis, Gallinago_leporosum}
{Lampropeltis_subglobosa, Pterocles_rufus} {Allobates_similis, Gypaetus_carinata}
{Lampropeltis_subglobosa, Pterocles_rufus} {Ardea_macrops, Chlamydotis_nelsonii}
{Lampropeltis_subglobosa, Pterocles_rufus} {Ardea_macrops, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Pterocles_rufus} {Ardea_macrops, Gallinago_leporosum}
{Lampropeltis_subglobosa, Pterocles_rufus} {Ardea_macrops, Gypaetus_carinata}
{Lampropeltis_subglobosa, Pterocles_rufus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Lampropeltis_subglobosa, Pterocles_rufus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Lampropeltis_subglobosa, Pterocles_rufus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Lampropeltis_subglobosa, Pterocles_rufus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Lampropeltis_subglobosa, Pterocles_rufus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Lampropeltis_subglobosa, Pterocles_rufus} {Gallinago_leporosum, Gypaetus_carinata}
{Nyroca_monedula, Phoca_bimaculata} {Acanthoscurria_cioides, Allobates_similis}
{Nyroca_monedula, Phoca_bimaculata} {Acanthoscurria_cioides, Ardea_macrops}
{Nyroca_monedula, Phoca_bimaculata} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Nyroca_monedula, Phoca_bimaculata} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Nyroca_monedula, Phoca_bimaculata} {Acanthoscurria_cioides, Gallinago_leporosum}
{Nyroca_monedula, Phoca_bimaculata} {Acanthoscurria_cioides, Gypaetus_carinata}
{Nyroca_monedula, Phoca_bimaculata} {Allobates_similis, Ardea_macrops}
{Nyroca_monedula, Phoca_bimaculata} {Allobates_similis, Chlamydotis_nelsonii}
{Nyroca_monedula, Phoca_bimaculata} {Allobates_similis, Ethmostigmus_salamandra}
{Nyroca_monedula, Phoca_bimaculata} {Allobates_similis, Gallinago_leporosum}
{Nyroca_monedula, Phoca_bimaculata} {Allobates_similis, Gypaetus_carinata}
{Nyroca_monedula, Phoca_bimaculata} {Ardea_macrops, Chlamydotis_nelsonii}
{Nyroca_monedula, Phoca_bimaculata} {Ardea_macrops, Ethmostigmus_salamandra}
{Nyroca_monedula, Phoca_bimaculata} {Ardea_macrops, Gallinago_leporosum}
{Nyroca_monedula, Phoca_bimaculata} {Ardea_macrops, Gypaetus_carinata}
{Nyroca_monedula, Phoca_bimaculata} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyroca_monedula, Phoca_bimaculata} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyroca_monedula, Phoca_bimaculata} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Nyroca_monedula, Phoca_bimaculata} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyroca_monedula, Phoca_bimaculata} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Nyroca_monedula, Phoca_bimaculata} {Gallinago_leporosum, Gypaetus_carinata}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Allobates_similis}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Ardea_macrops}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Nyroca_monedula, Pterocles_rufus} {Acanthoscurria_cioides, Gypaetus_carinata}
{Nyroca_monedula, Pterocles_rufus} {Allobates_similis, Ardea_macrops}
{Nyroca_monedula, Pterocles_rufus} {Allobates_similis, Chlamydotis_nelsonii}
{Nyroca_monedula, Pterocles_rufus} {Allobates_similis, Ethmostigmus_salamandra}
{Nyroca_monedula, Pterocles_rufus} {Allobates_similis, Gallinago_leporosum}
{Nyroca_monedula, Pterocles_rufus} {Allobates_similis, Gypaetus_carinata}
{Nyroca_monedula, Pterocles_rufus} {Ardea_macrops, Chlamydotis_nelsonii}
{Nyroca_monedula, Pterocles_rufus} {Ardea_macrops, Ethmostigmus_salamandra}
{Nyroca_monedula, Pterocles_rufus} {Ardea_macrops, Gallinago_leporosum}
{Nyroca_monedula, Pterocles_rufus} {Ardea_macrops, Gypaetus_carinata}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Nyroca_monedula, Pterocles_rufus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Nyroca_monedula, Pterocles_rufus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Nyroca_monedula, Pterocles_rufus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Nyroca_monedula, Pterocles_rufus} {Gallinago_leporosum, Gypaetus_carinata}
{Phoca_bimaculata, Pterocles_rufus} {Acanthoscurria_cioides, Allobates_similis}
{Phoca_bimaculata, Pterocles_rufus} {Acanthoscurria_cioides, Ardea_macrops}
{Phoca_bimaculata, Pterocles_rufus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Phoca_bimaculata, Pterocles_rufus} {Acanthoscurria_cioides, Ethmostigmus_salamandra}
{Phoca_bimaculata, Pterocles_rufus} {Acanthoscurria_cioides, Gallinago_leporosum}
{Phoca_bimaculata, Pterocles_rufus} {Acanthoscurria_cioides, Gypaetus_carinata}
{Phoca_bimaculata, Pterocles_rufus} {Allobates_similis, Ardea_macrops}
{Phoca_bimaculata, Pterocles_rufus} {Allobates_similis, Chlamydotis_nelsonii}
{Phoca_bimaculata, Pterocles_rufus} {Allobates_similis, Ethmostigmus_salamandra}
{Phoca_bimaculata, Pterocles_rufus} {Allobates_similis, Gallinago_leporosum}
{Phoca_bimaculata, Pterocles_rufus} {Allobates_similis, Gypaetus_carinata}
{Phoca_bimaculata, Pterocles_rufus} {Ardea_macrops, Chlamydotis_nelsonii}
{Phoca_bimaculata, Pterocles_rufus} {Ardea_macrops, Ethmostigmus_salamandra}
{Phoca_bimaculata, Pterocles_rufus} {Ardea_macrops, Gallinago_leporosum}
{Phoca_bimaculata, Pterocles_rufus} {Ardea_macrops, Gypaetus_carinata}
{Phoca_bimaculata, Pterocles_rufus} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Phoca_bimaculata, Pterocles_rufus} {Chlamydotis_nelsonii, Gallinago_leporosum}
{Phoca_bimaculata, Pterocles_rufus} {Chlamydotis_nelsonii, Gypaetus_carinata}
{Phoca_bimaculata, Pterocles_rufus} {Ethmostigmus_salamandra, Gallinago_leporosum}
{Phoca_bimaculata, Pterocles_rufus} {Ethmostigmus_salamandra, Gypaetus_carinata}
{Phoca_bimaculata, Pterocles_rufus} {Gallinago_leporosum, Gypaetus_carinata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Ardea_macrops}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Bradypodion_grunniens}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Holaspis_subcinctus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Lampropeltis_subglobosa}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Nyroca_monedula}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Acanthoscurria_cioides, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Bradypodion_grunniens}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Chlamydotis_nelsonii}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Holaspis_subcinctus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Lampropeltis_subglobosa}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Nyroca_monedula}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ardea_macrops, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Chlamydotis_nelsonii}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Holaspis_subcinctus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Lampropeltis_subglobosa}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Bradypodion_grunniens, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Holaspis_subcinctus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Lampropeltis_subglobosa}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Nyroca_monedula}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Chlamydotis_nelsonii, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Holaspis_subcinctus, Nyroca_monedula}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Holaspis_subcinctus, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Holaspis_subcinctus, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Holaspis_subcinctus, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Lampropeltis_subglobosa, Nyroca_monedula}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Lampropeltis_subglobosa, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Lampropeltis_subglobosa, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Nyroca_monedula, Phoca_bimaculata}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Nyroca_monedula, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Nyroca_monedula, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Nyroca_monedula, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Phoca_bimaculata, Pterocles_rufus}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Phoca_bimaculata, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Phoca_bimaculata, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Pterocles_rufus, Ptyodactylus_valliceps}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Pterocles_rufus, Trapelus_mexicana}
{Gypaetus_carinata, Opheodrys_fimbriatus} {Ptyodactylus_valliceps, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Ardea_macrops}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Bradypodion_grunniens}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Holaspis_subcinctus}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Lampropeltis_subglobosa}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Nyroca_monedula}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Acanthoscurria_cioides, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Bradypodion_grunniens}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Chlamydotis_nelsonii}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Holaspis_subcinctus}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Nyroca_monedula}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Ardea_macrops, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Chlamydotis_nelsonii}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Holaspis_subcinctus}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Lampropeltis_subglobosa}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Bradypodion_grunniens, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Holaspis_subcinctus}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Lampropeltis_subglobosa}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Nyroca_monedula}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Chlamydotis_nelsonii, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Gypaetus_carinata, Oxyura_medici} {Holaspis_subcinctus, Nyroca_monedula}
{Gypaetus_carinata, Oxyura_medici} {Holaspis_subcinctus, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Holaspis_subcinctus, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Holaspis_subcinctus, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Lampropeltis_subglobosa, Nyroca_monedula}
{Gypaetus_carinata, Oxyura_medici} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Lampropeltis_subglobosa, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Lampropeltis_subglobosa, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Nyroca_monedula, Phoca_bimaculata}
{Gypaetus_carinata, Oxyura_medici} {Nyroca_monedula, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Nyroca_monedula, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Nyroca_monedula, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Phoca_bimaculata, Pterocles_rufus}
{Gypaetus_carinata, Oxyura_medici} {Phoca_bimaculata, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Phoca_bimaculata, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Pterocles_rufus, Ptyodactylus_valliceps}
{Gypaetus_carinata, Oxyura_medici} {Pterocles_rufus, Trapelus_mexicana}
{Gypaetus_carinata, Oxyura_medici} {Ptyodactylus_valliceps, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Ardea_macrops}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Bradypodion_grunniens}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Chlamydotis_nelsonii}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Holaspis_subcinctus}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Lampropeltis_subglobosa}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Nyroca_monedula}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Acanthoscurria_cioides, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Bradypodion_grunniens}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Chlamydotis_nelsonii}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Holaspis_subcinctus}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Lampropeltis_subglobosa}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Nyroca_monedula}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Ardea_macrops, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Chlamydotis_nelsonii}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Holaspis_subcinctus}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Lampropeltis_subglobosa}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Bradypodion_grunniens, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Holaspis_subcinctus}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Lampropeltis_subglobosa}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Nyroca_monedula}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Chlamydotis_nelsonii, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Holaspis_subcinctus, Lampropeltis_subglobosa}
{Opheodrys_fimbriatus, Oxyura_medici} {Holaspis_subcinctus, Nyroca_monedula}
{Opheodrys_fimbriatus, Oxyura_medici} {Holaspis_subcinctus, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Holaspis_subcinctus, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Holaspis_subcinctus, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Holaspis_subcinctus, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Lampropeltis_subglobosa, Nyroca_monedula}
{Opheodrys_fimbriatus, Oxyura_medici} {Lampropeltis_subglobosa, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Lampropeltis_subglobosa, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Lampropeltis_subglobosa, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Lampropeltis_subglobosa, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Nyroca_monedula, Phoca_bimaculata}
{Opheodrys_fimbriatus, Oxyura_medici} {Nyroca_monedula, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Nyroca_monedula, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Nyroca_monedula, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Phoca_bimaculata, Pterocles_rufus}
{Opheodrys_fimbriatus, Oxyura_medici} {Phoca_bimaculata, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Phoca_bimaculata, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Pterocles_rufus, Ptyodactylus_valliceps}
{Opheodrys_fimbriatus, Oxyura_medici} {Pterocles_rufus, Trapelus_mexicana}
{Opheodrys_fimbriatus, Oxyura_medici} {Ptyodactylus_valliceps, Trapelus_mexicana}
{Ardea_macrops, Lampropeltis_subglobosa} {Allobates_similis, Chlamydotis_nelsonii}
{Ardea_macrops, Lampropeltis_subglobosa} {Allobates_similis, Ethmostigmus_salamandra}
{Ardea_macrops, Lampropeltis_subglobosa} {Allobates_similis, Gypaetus_carinata}
{Ardea_macrops, Lampropeltis_subglobosa} {Allobates_similis, Oxyura_medici}
{Ardea_macrops, Lampropeltis_subglobosa} {Allobates_similis, Ptyodactylus_valliceps}
{Ardea_macrops, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Ethmostigmus_salamandra}
{Ardea_macrops, Lampropeltis_subglobosa} {Chlamydotis_nelsonii, Gypaetus_carinata}
